id	title	title_source	start	end	title_uri	ccodes	variants	types	aat_types	matches	parent_name	geowkt	geo_source	geo_id	description
amh_139c	Mols, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1643	1644	https://www.atlasofmutualheritage.nl/en/Mols-fort.139c		fort Mols	fortification	300006888	http://www.wikidata.org/entity/Q104534096		POINT(13.122545 -9.280305)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Mols-fort.139c	Locality associated with Dutch West India Company. Fort Mols was built around 1643-1644 at the site of an earlier Dutch stockade. It was named after mr. Mols, one of the directors of this region appointed by the WIC. The location is approximate.
amh_303c	Monte Calvário, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Monte-Calvario-fort.303c		fort Monte Calvário	fortification	300006888				Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Monte-Calvario-fort.303c	Locality associated with Dutch West India Company. 
amh_8934c	Montenegro, fort (Olinda)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1629	1649	https://www.atlasofmutualheritage.nl/en/Montenegro-fort-(Olinda).8934c		fort Montenegro;Forte do Queijo;fort Baluarte do São Francisco	Fort	300006888	http://www.wikidata.org/entity/Q10284250		POINT(-34.846329 -8.015844)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Montenegro-fort-(Olinda).8934c	Locality associated with Dutch West India Company. A rudimentary Portuguese fortification on the beach constructed in 1629 by Cristovão Álvares was taken and fortified by the Dutch, this fort was called Baluarte do São Francisco, Forte Montenegro or Forte do Queijo. This fortification was captured by the Portuguese in 1649. It was later enlarged by the Portuguese and still exists today.
amh_111c	Mosselstein, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Mosselstein-fort.111c		fort Mosselstein	fortification	300006888	http://www.wikidata.org/entity/Q2242122		POINT(50.33333333 29.23333333)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Mosselstein-fort.111c	Locality associated with Dutch East India Company. 
amh_311c	Naos eiland, fort zonder naam	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Naos-eiland-fort-zonder-naam.311c		fort zonder naam Naos eiland	fortification	300006888				Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Naos-eiland-fort-zonder-naam.311c	Locality associated with Dutch East India Company. A literary source identifying this location as a WIC post has not yet been traced. The images of this location featured in this programme currently serve as source. See Koninklijke Bibliotheek, The Hague, inv. nr. 693 C 6 dl X, op. p. 385.
amh_152c	Nassau, fort (Albany)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1610	1833	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Albany).152c		fort Nassau;fort van Nassouwen	Fort	300006888	http://www.wikidata.org/entity/Q2256755		POINT(-73.754613 42.635678)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Albany).152c	Locality associated with Dutch West India Company. In an attempt to put its fur trade on a secure footing, the New Netherland Company in 1614 established “a redoubt or small fort [..] with a small garrison” on the Hudson River. The Fort of Nassau is wide 58 feet square within the walls, the moat is 18 feet wide. [..] The house was 36 feet long and 26 wide in the fort. Even though the accuracy of De Laet's description is subject to doubt, the reference to “the form of a redoubt,” “walls,” and a “moat of eighteen feet wide” suggest that the outer works of Fort Nassau consisted of earthworks of a simple shape, without protruding points or bastions. There is no reference to a palisade or stockade and while that should not be interpreted as proof of its absence, it makes it unlikely that the perimeter defence of Fort Nassau consisted of a vertical wooden structure, as has been proposed by Len Tantillo. Assuming that the moat (gracht) was filled with water and was not a dry moat or ditch (greppel), a direct connection to the Hudson River is a conceivable option. In that case, it is likely that Fort Nassau was constructed on the bank of the river and that the side facing the river remained exposed, especially if the two cast guns were located in a position that allowed a clear field of fire over the river. The proximity to the river made Fort Nassau vulnerable to flooding. Van Wassenaer does not specify in which year Fort Nassau was abandoned, but Moulton asserted that it happened in 1617, while O'Callaghan preferred 1618 probably on the basis of Stuyvesant's letter of 1660, referred to below. There is no convincing documentary evidence for either suggestion, even though both years are frequently referred to in popular historiography and on websites. \tIf the precise chronology of Fort Nassau is uncertain, so is its location. Fort Nassau was constructed on Castle Island (Casteels Eyland) but the exact location is difficult to pinpoint, as the evidence is contradictory. On the 1614 map of New Netherland, a small mark in the middle of the island may indicate its location, but on a later Vingboons map a larger mark can be discerned on the north point of the island. Yet on the ca. 1632 “Gillis van Scheyndel Map” a farmhouse (Welysburg) is located on the north point. These discrepancies are probably due to inaccuracies in cartography as well as to changes in the island's topography as frequent flooding caused erosion and sedimentation. A flood in April 1640 covered Castle Island with water four feet deep, as the river rose to twelve feet higher than its regular level. The floods that severely damaged Fort Orange in 1647/1648 and 1666 very likely also hit Castle Island. \tWhile remnants of the fort were still discernible in 1680, it is likely that flood erosion gradually removed them. On May 22, 1833, the New York Evening Post carried an article about a devastating flood of what was then called Patroon's Island. The flood “swept every vestige of vegetation of its surface” and “the entire surface of the soil is washed away to the depth of several feet.” The newspaper reported that “Human skeletons, buried after the Indian manner, in a sitting posture, have been exposed” by the flood, but there is no reference to any remains of Fort Nassau. This omission increases the likeliness that at this point in time, almost 220 years after its construction, few if any traces of Fort Nassau remained. \t\t\t\t\t\t  On the basis of documentary evidence then, it is impossible to locate Fort Nassau with certainty on either the middle section or the north end of Castle Island. This makes it difficult to determine where to start an archaeological investigation, which may not even yield a result. Apart from earlier floods, the 1833 flood, purportedly removing a considerable portion of the topsoil, may also have washed away the sub-surface remainders of the fort, with the possible exceptions of a stone or brick foundation of the dwelling house and the traces of a dugout moat or well. Even if an excavation turned up such traces on Castle Island, it may well be impossible to determine whether they pertain to Fort Nassau from the 1610s or to the farm from the 1630s. In sum, the subsequent development of Westerlo Island, as it was called in the nineteenth century, into an airfield and, later on, the Port of Albany-Rensselaer, as well as the filling in of Island Creek and the construction of a railroad make it unlikely that the exact location of Fort Nassau will ever be established or that remains will be uncovered.
amh_227c	Nassau, fort (Amazone, Brazilie)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Amazone-Brazilie).227c		fort Nassau	fortification	300006888	http://www.wikidata.org/entity/Q104534496		POINT(-52.268967 -1.54556)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Amazone-Brazilie).227c	Locality associated with Dutch West India Company. Roughly on this location there was a Dutch fort called Nassau. VEL0687 (collection Nationaal Archief), refers to this former Dutch fort at the mouth of the Amazon River as <Forta q. Tomamos dos Hollandezes.> The exact location is unknown, due to the shifed course of the river and contradictory cartographic evidence.
amh_14c	Nassau, fort (Banda)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1609	1896	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Banda).14c		fort Nassau;Neira fort Nassouw;Neira fort Nassauw;Neira fort Nassou	fortification	300006888	http://www.wikidata.org/entity/Q16773101		POINT(129.897786 -4.52822)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Banda).14c	Locality associated with Dutch East India Company. In early 1609, building was started on the forts on Bandaneira, after the VOC had resolved to build forts on the Banda Islands to maintain control over the spice trade, on which the VOC claimed a monopoly. Fort Nassau was built on the remains of an earlier fort that the Portuguese had had on Bandaneira. It was a rectangular stone fort, with angled bastions on each corner. Some years later a mote was dug around the fort. In the 18th century a hornwork was added on the seaside. Fort Nassau, situated on the seaside, was the administrative headquarters of Bandaneira. The fort was initially vulnerable from the land side: for this reason a small redoubt was erected on the hill behind the fort in 1611. In the course of the 17th century, this redoubt was expanded to become Fort Belgica. Nassau came to be known as the water fort. Nowadays the western, southern and eastern walls as well as the bastions on the southern side still remain. The northern wall and the two northern bastions were torn down in 1896. In that same period, the mote was filled up and bricks and stones from the fort were used as building materials. Until 2018, the fort was largely overgrown and dilapidated. Since then, however, extensive restorations have taken place.
amh_261c	Nassau, fort (Berbice)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1790	1790	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Berbice).261c		fort Nassau	fortification	300006888	http://www.wikidata.org/entity/Q3395011		POINT(-57.66248 5.747458)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Berbice).261c	Locality associated with Dutch West India Company. Fort Nassau guarded the main settlement of the of colony of Berbice. When this main settlement was moved to the lower reaches of the river around 1790, fort Nassau was abandoned.
amh_161c	Nassau, fort (Gloucester City)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Gloucester-City).161c		fort Nassau	fortification	300006888	http://www.wikidata.org/entity/Q104534477		POINT(-75.127823 39.885965)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Gloucester-City).161c	Locality associated with Dutch West India Company. 
amh_136c	Nassau, fort (Goree)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Goree).136c		fort Nassau;fort Nassou	fortification	300006888	http://www.wikidata.org/entity/Q104534459		POINT(-17.400097 14.668659)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Goree).136c	Locality associated with Dutch West India Company. 
amh_96c	Nassau, fort (Moti)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1609	1625	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Moti).96c		fort Nassau	Fort	300006888	http://www.wikidata.org/entity/Q104534071		POINT(127.418606 0.478873)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Moti).96c	Locality associated with Dutch East India Company. Francois Wittert, vice-admiral of the VOC, built this a fort on the northeast coast of Moti Island in 1609, on request of the Ternate people. Captain Adriaan Clemensz. Stok became the first commandant of fort Nassau. In1610 captain Apollonius Schot was in charge of the garrison of 80 soldiers. In the village near the fort lived about 2000 people. Two years later the garrison was reduced to 40 soldiers. - The fort with three bastions was made of coral stone and stone. It had 10 cannon, with enough cannonballs and 14 half barrels of gunpowder. In 1616 captain Hendrick Mayer of Maastricht became commander of the fort. - In 1625 the governor of the Moluccas Jacques Lefebvre ordered Geen Huigen Schaepenham to demolish fort Nassau. The Spanish who then came to the island felt it unnecessary to reuse the fort. - At present the fort has mostly collapsed due to sea water abrasion and also due to local peoples using its stones as building materials. Some of the ruins are in the sea and some are scattered along the coast.
amh_124c	Nassau, fort (Mouri, Ghana)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Mouri-Ghana).124c		fort Nassau	fortification	300006888	http://www.wikidata.org/entity/Q104534085		POINT(-1.2 5.13333)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Mouri-Ghana).124c	Locality associated with Dutch West India Company. 
amh_192c	Nassau, fort (St. Eustatius)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nassau-fort-(St.-Eustatius).192c		fort Nassau;fort Zeelandia	fortification	300006888	http://www.wikidata.org/entity/Q104534488		POINT(-62.97977 17.46815)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassau-fort-(St.-Eustatius).192c	Locality associated with Dutch West India Company. On the same location where Nassau was ultimately built, a fort had earlier been planned that was going to be named Zeelandia.
amh_304c	Nassauw, fort (Gorontalo)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nassauw-fort-(Gorontalo).304c		fort Nassauw	fortification	300006888				Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nassauw-fort-(Gorontalo).304c	Locality associated with Dutch East India Company. 
amh_200c	Natural fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Natural-fort.200c		Natural fort;Oude fort	fortification	300006888	http://www.wikidata.org/entity/Q104534140		POINT(-63.251435 17.616814)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Natural-fort.200c	Locality associated with Dutch West India Company. 
amh_238c	Nazareth, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nazareth-fort.238c		fort Nazareth;fort Nazaré;Sinore de Nasaret	fortification	300006888	http://www.wikidata.org/entity/Q104534173		POINT(-34.945059 -8.35855)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nazareth-fort.238c	Locality associated with Dutch West India Company. 
amh_8871c	New Amsterdam City Hall	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1654	1679	https://www.atlasofmutualheritage.nl/en/New-Amsterdam-City-Hall.8871c		New Amsterdam City Hall;Stadt Huys Block;Stadts herberge;City tavern	redoubt	300006888	http://www.wikidata.org/entity/Q104534248		POINT(-74.010385 40.703365)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/New-Amsterdam-City-Hall.8871c	Locality associated with Dutch West India Company. On 13 June 1654, when an English attack on New Amsterdam seemed imminent, director general and council decided that in addition to strengthening other fortifications, “the City Tavern is to be ensconced with a small rampart and breastworks, upon which 2 or 3 light artillery pieces are to be placed.” As news of the Treaty of Westminster, agreed upon in Europe on 15 April 1654, reached New Amsterdam on June 16, it is not likely that plans for such a fortification were implemented straightaway. The Castello Plan shows only five trees and two fences at the location, although that may be the result of Vingboons adding detail to the original map that was sent over. The 1661 English description of New Amsterdam, however, mentions “the Stat-house, before wch is built a half moon of stone, where are mounted 3 smal bras guns, tho it be large enough to mount 8 guns on it.” In 1671, a fortification was still in place at this location, as one of the magistrates was charged to supervise “the Managemt in Repairing of the half moon before the state house.” The construction is depicted on the so-called Labadist General View of circa 1679. Presumably the last remnants were removed once landfill and new buildings obstructed the line of sight to the East River and made a fortification at this location obsolete.
amh_263c	Nieuw Amsterdam, fort (Suriname)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nieuw-Amsterdam-fort-(Suriname).263c		fort Nieuw Amsterdam	fortification	300006888	http://www.wikidata.org/entity/Q2476520		POINT(-55.091663 5.888229)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nieuw-Amsterdam-fort-(Suriname).263c	Locality associated with Dutch West India Company. 
amh_8870c	Nieuw Amsterdam, muren van	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1653	1664	https://www.atlasofmutualheritage.nl/en/New-Amsterdam-walls-of.8870c		muren van Nieuw Amsterdam;Langs de Wall	city wall	300005072	http://www.wikidata.org/entity/Q104534247		POINT(-74.011638 40.707643)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/New-Amsterdam-walls-of.8870c	Locality associated with Dutch West India Company. - In March 1653, when the news of the outbreak of the First Anglo-Dutch War arrived in New Amsterdam, director general and council met with the newly instituted city government of burgomasters and schepenen to discuss improvement to the city's defences. The meeting decided “to fence off the greater part of the city with an upright stockade and a small breastwork, so as to be able to draw all inhabitants behind it in time of need and defend as much as possible their persons and goods against an attack.” A joint committee was set up to supervise the work. A month later, director general and council, upon hearing new rumours from New England, in a joint meeting with the city government decided to add a ditch to the defence works on the northern edge of the city. It is sometimes asserted that enslaved Africans built the wall , but they formed only a part of the labour force. All inhabitants were called upon to dig a moat or a canal (graft) from the East River to the North River, which was to be four to five feet deep and eleven to twelve feet wide, sloping inward slightly toward the bottom. At the same time, the carpenters were urged to complete the work on the palisade. By early July, the palisade had been completed both along the northern edge as well as along the Strand at the East River. The city gate at the side of the East River was very likely also constructed at this time. - New measures to improve the city's defences were agreed upon only when the Indian attack of 15 September 1655 instilled urgency into the city fathers. On 20 September 1655, the city government determined “that the aforesaid erected works shall be heightened with planks of five to six [feet] high, nailed horizontally to the side of the palisade.” In collaboration with director general and council, burgomasters and schepenen decided upon a 'voluntary' subscription, for which purpose all inhabitants of the city were assessed. - In 1656, Stuyvesant again needed to remind the city government of its duty to keep the defences in good order. Mindful of the situation in the Dutch Republic, the burgomasters and schepenen replied that the burden of fortifying a “frontier place” (<frontierplaetse>) like New Amsterdam should not exclusively be born by the city's inhabitants. In their view, the costs should be defrayed from the general revenue (gemeene lants middelen). Despite continuing discussions like these, some additional work was done to strengthen the outer defences. This included a prohibition to build houses within a cannon shot from the city walls as well as the planned construction of new defence works consisting of a double row of palisades, with two or three openings which could be closed by night, both for reasons of security and to prevent smuggling. Yet the plans put forward by Stuyvesant in the same month suggest further improvements were required. The director general desired further repairs with sods to the palisades as well as the construction of a forward star-shaped sconce at Maiden Lane. Both corners at the North and East River were to be fortified with a hornwork of horizontally positioned logs. The elevations on the shore of the North River, which could provide shelter to landing forces, had to be levelled and a proper palisade erected. Stuyvesant wanted a battery on the north side of the city as well as on the little cape (t Capsken) at the south point. As funds were scarce and the need arguable, it is unlikely that any start was made to execute these plans. - By early 1664, the need to improve fortifications was much more urgent. The New Amsterdam city government suggested building a stone wall (steene muer) strengthening the East River city gate with a bulwark (bolwerck), and erecting a closed palisade (dichte geslooten palissaden) along the East River from the city gate down to the roundel (rondeel) in front of the City Hall. Down to the little cape another palisade would provide protection, while the cape itself required a water fort (water fort). Along the North River palisades were also required to prevent enemy forces from landing. Through a loan on its citizens, New Amsterdam was able to raise a total of ƒ 27,500. Making use of the labour of West India Company soldiers (who were required to do guard duty only one day out of three), the city government very likely made some progress over the summer. As it was, the improved fortifications were not put to the test when the English frigates arrived later that year.
amh_112c	Nieuw-Orangieën, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nieuw-Orangieen-fort.112c		fort Nieuw-Orangieën	fortification	300006888				Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nieuw-Orangieen-fort.112c	Locality associated with Dutch East India Company. 
amh_245c	Nieuwe Kerk, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nieuwe-Kerk-fort.245c		fort Nieuwe Kerk;fort Igreja Nova	fortification	300006888	http://www.wikidata.org/entity/Q104534180		POINT(-35.4 -9.033333333)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nieuwe-Kerk-fort.245c	Locality associated with Dutch West India Company. 
amh_87c	Nieuwendam, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nieuwendam-fort.87c		fort Nieuwendam	fortification	300006888				Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nieuwendam-fort.87c	Locality associated with Dutch East India Company. 
amh_9696c	Noord-Holland, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1642	1668	https://www.atlasofmutualheritage.nl/en/Noord-Holland-fort.9696c		fort Noord-Holland;fort Noordholland;fort Kelang;fort Nassau;fort Nassouw;Zeepunt	Fort	300006888	http://www.wikidata.org/entity/Q104534286		POINT(121.760687 25.15447)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Noord-Holland-fort.9696c	Locality associated with Dutch East India Company. On the location of the Spanish fort San Salvador, the VOC built the fort Noord-Holland in 1642. In 1662, during the invasion of the Chinese warlord Koxinga, the fort was evacuated and demolished. In 1664 the location was reoccupied. On the foundations of the old fortification a new one was built, which was known as fort Nassau, or, slightly less formally, the Zeepunt (sea point). This fort was abandoned in 1668, when the VOC definitively withdrew from Taiwan. - The fort was supported by various redoubts, the most important of which was the redoubt Victoria, later also known as the Pockel.
amh_218c	Noorderfort, fort (Itamaracá)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1632	1934	https://www.atlasofmutualheritage.nl/en/Noorderfort-fort-(Itamaraca).218c		fort Noorderfort	redoubt	300006888	http://www.wikidata.org/entity/Q104534158		POINT(-34.83793 -7.696304)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Noorderfort-fort-(Itamaraca).218c	Locality associated with Dutch West India Company. The Dutch constructed a small fortification on the northern coast of the island to control the access. They built this fort in 1633 when they launched their final assault on N.S. da Conceição. De Laet wrote that the troops landed in June 1633 on the northern side of the island where Captain Everwijn was lodged in a small redoubt on the beach; they inspected the hill where the Portuguese had made a small fortification in 1632 and decided to construct the redoubt on the hill (Laet 1934: 163). Later that year garrisoned 21 soldiers were garrisoned there (Laet 1934: 208). The fort was probably abandoned in 1646 because the map from 1648 shows a place that is described in the legend as the place where the north tower once was (NL-HaNA_4.VEL_707). Today the fort is called Fortim da Ponta de Catuama and its remains have been located by researchers from the Universidade Federal de Pernambuco (UFPE) (Barretto 2010: 84)
amh_48c	Noordwijk, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1650	1811	https://www.atlasofmutualheritage.nl/en/Noordwijk-fort.48c		fort Noordwijk;fort Noortwijck;fort Noordwijck	Fort	300006888	http://www.wikidata.org/entity/Q104534034		POINT(106.830599 -6.167893)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Noordwijk-fort.48c	Locality associated with Dutch East India Company. - Around 1650 the <Ommelanden> (the area outside the city walls of Batavia) were made unsafe by gangs of robbers, who attacked travellers, farmers, woodcutters and stole cattle. - In 1657 the VOC built the small fort Noordwijk, south of the city, at the junction of the river Ciliwong and the Nieuwe Vaart. The design of the fort, which had four earthen bastions and was armed with eight guns, was probably made by surveyor Johannes Listingh. The garrison prevented the stealing of cattle, which grazed on the <Paviljoensveld> near of the fort. It also guarded the sluice, which divided the water between the river Ciliwung and the Nieuwe Vaart - Molenvliet. - In 1697 the guns were removed from the fort. During the Chinese Revolt of 1740 the guards burned the buildings and the soldiers left the isolated fort. In 1741 they came back and repaired the damage. In 1770 seven soldiers lived in the fort and took care of the operation of the sluice. Fort Noordwijk was demolished by Governor general Herman Willem Daendels (1808-1811). - On a modern map of Jakarta Fort Noordwijk would have been situated southeast of station Juanda, between the railroad and the crossing of Jalan Pintu Air and Jalan Pos. There are no visible traces left of the fort, but the sluice (Pintu Air) is still in use.
amh_29c	Nootwijk, fort (Ambon)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nootwijk-fort-(Ambon).29c		fort Nootwijk;fort Noortwijk;fort Noordwijk	fortification	300006888	http://www.wikidata.org/entity/Q104534022		POINT(128.185899 -3.697025)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nootwijk-fort-(Ambon).29c	Locality associated with Dutch East India Company. According to the map of Ambon included in Valentijn's <Oud en Nieuw Oost Indien>, a pagger named Noordwijk was situated on roughly this location.
amh_278c	Nossa Senhora da Conceicao, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1633	1654	https://www.atlasofmutualheritage.nl/en/Nossa-Senhora-da-Conceicao-fort.278c		fort Nossa Senhora da Conceicao;fort N. S. da Conceicao;fort Schoppestad	redoubt/wall	300006888	http://www.wikidata.org/entity/Q104534200		POINT(-34.858408 -7.808724)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nossa-Senhora-da-Conceicao-fort.278c	Locality associated with Dutch West India Company. The Portuguese in the town of Nossa Senhora da Conceição, surrounded by the Dutch troops and cut off from outside help, were forced to surrender in 1633. Another anonymous map shows positions of the Dutch and the lay out of the town and the surrounding countryside. Note the quarters of father and son Tourlon on the rear side of the city on the map in image 14.The city was renamed Schoppestad in honour of Lieutenant-General Sigismund van Schoppe. The Dutch built a wall around the church and closed the rear side of the city; they also made a small fortification, like a watch tower to the north. - The town was attacked by the Portuguese on 18 June 1646 and nearly conquered (Hulsman 2014b: 8). The Dutch then decided to abandon the fortification and concentrate their forces in Fort Orange. The retreat was hampered by rumours of treason in Fort Orange, so that most of the cannon were broken and thrown down from the hill. The decision was apparently reversed because a map from 1648 shows two redoubts. There 12 cannon were rendered when the Dutch surrendered the town in 1654. The Dutch defences in this period constitute an as yet undefined multiple object.
amh_247c	Nossa Senhora dos Remedios, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nossa-Senhora-dos-Remedios-fort.247c		fort Nossa Senhora dos Remedios;Hospitaalfort	fortification	300006888	http://www.wikidata.org/entity/Q104534182		POINT(-32.41666667 -3.833333333)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nossa-Senhora-dos-Remedios-fort.247c	Locality associated with Dutch West India Company. 
amh_256c	Nova Zeelandia, fort	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1600		https://www.atlasofmutualheritage.nl/en/Nova-Zeelandia-fort.256c		fort Nova Zeelandia;fort van Nieuw Zeeland	fortification	300006888				Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nova-Zeelandia-fort.256c	Locality associated with Dutch West India Company. 
amh_8882c	Nya Gothenborgh, fort (Essington)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	1643	1655	https://www.atlasofmutualheritage.nl/en/Nya-Gothenborgh-fort-(Essington).8882c		fort Nya Gothenborgh;Cattenburch;Tinicum	Fort	300006888	http://www.wikidata.org/entity/Q104534252		POINT(-75.303351 39.854725)	Atlas of Mutual Heritage (https://www.atlasofmutualheritage.nl)	https://www.atlasofmutualheritage.nl/en/Nya-Gothenborgh-fort-(Essington).8882c	Locality associated with Dutch West India Company. In 1643, Johan Printz moved the capital of New Sweden to Tinicum Island, higher up on the Delaware River, where he built his manor house, called Printzhof. Nearby, on a high point facing the river, Fort Nya Gothenborgh was constructed of “hemlock beams, laid one upon the other,” armed with four small brass cannon, and garrisoned with eight soldiers and two gunners. It is presumed that the storehouse was located on the land side of the island A year later, Printz said of 'Tinnakongh', as the island was often called, that, like Fort Christina, it was “also in like manner made so strong that those who are therein need not fear for any savages, even if they were several thousands.” But a different enemy took Printz at unawares. According to Printz, a fire was started through the carelessness of one of the gunners, destroying the fortress. He had the fort rebuilt the next year. Few details are available on Fort Nya Gothenborgh after it was rebuilt. When the Dutch conquered New Sweden some plundering took place on the island, but whether this affected the fort is uncertain. The Company directors renamed the island “Cattenburch,” after one of the islands in the recent extension of their city. The name did not stick, and in the documents after 1655 the island Tinicum is mentioned at times, without however any reference to a fort.
